MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:2685946,Brsk1,BR serine/threonine kinase 1,7,,G2/M transition of mitotic cell cycle,,,ISO,Q8TDC3 ,J:73065 
MGI:2685946,Brsk1,BR serine/threonine kinase 1,7,,mitotic G2 DNA damage checkpoint signaling,,,ISO,Q8TDC3 ,J:164563 
MGI:1923020,Brsk2,BR serine/threonine kinase 2,7,,G2/M transition of mitotic cell cycle,,,ISO,Q8IWQ3 ,J:164563 
MGI:99439,Btc,"betacellulin, epidermal growth factor family member",5,,positive regulation of mitotic nuclear division,,,IBA,PTN001643577 ,J:265628 
MGI:99439,Btc,"betacellulin, epidermal growth factor family member",5,,positive regulation of mitotic nuclear division,,,ISO,RGD:620275 ,J:155856 
MGI:99439,Btc,"betacellulin, epidermal growth factor family member",5,,positive regulation of mitotic nuclear division,,,ISS,NP_071592 ,J:63016 
MGI:88215,Btg1,BTG anti-proliferation factor 1,10,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:3588262,Btg1b,BTG anti-proliferation factor 1B,X,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:3588265,Btg1c,BTG anti-proliferation factor 1C,X,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:108384,Btg2,BTG anti-proliferation factor 2,1,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:109532,Btg3,BTG anti-proliferation factor 3,16,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:109532,Btg3,BTG anti-proliferation factor 3,16,,negative regulation of mitotic cell cycle,,,ISO,Q14201 ,J:47914 
MGI:1860140,Btg4,BTG anti-proliferation factor 4,9,,negative regulation of mitotic cell cycle,,,IBA,PTN001122316 ,J:265628 
MGI:1860140,Btg4,BTG anti-proliferation factor 4,9,,negative regulation of mitotic cell cycle,,,IDA,,J:64770 
MGI:3606486,Btn2a2,"butyrophilin, subfamily 2, member A2",13,,G1/S transition of mitotic cell cycle,happens in T cell,,IDA,,J:202549 
MGI:3606486,Btn2a2,"butyrophilin, subfamily 2, member A2",13,,negative regulation of G1/S transition of mitotic cell cycle,negatively regulates G1/S transition of mitotic cell cycle,,IDA,,J:202549 
MGI:1100510,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase",2,,mitotic spindle assembly checkpoint signaling,,,IBA,PTN000361607 ,J:265628 
MGI:1100510,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase",2,,mitotic spindle checkpoint signaling,happens in fibroblast,,IMP,MGI:3793294 ,J:135093 
MGI:1333889,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase",2,,metaphase/anaphase transition of mitotic cell cycle,"happens in epithelial cell,happens in small intestine,happens in hematopoietic stem cell",,IGI,MGI:88039 ,J:97036 
MGI:1333889,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase",2,,mitotic spindle assembly checkpoint signaling,,,IBA,PTN000361607 ,J:265628 
MGI:1333889,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase",2,,mitotic spindle assembly checkpoint signaling,,,ISO,O60566 ,J:164563 
MGI:1333889,Bub1b,"BUB1B, mitotic checkpoint serine/threonine kinase",2,,mitotic spindle assembly checkpoint signaling,,,NAS,,J:320291 
MGI:1343463,Bub3,BUB3 mitotic checkpoint protein,7,,mitotic spindle assembly checkpoint signaling,,,IBA,PTN000103865 ,J:265628 
MGI:1343463,Bub3,BUB3 mitotic checkpoint protein,7,,mitotic spindle assembly checkpoint signaling,,,NAS,,J:320291 
MGI:1927065,Cables1,CDK5 and Abl enzyme substrate 1,18,,G1/S transition of mitotic cell cycle,,,TAS,,J:63221 
MGI:103301,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",2,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,RGD:68385 ,J:155856 
MGI:1926082,Cacul1,"CDK2 associated, cullin domain 1",19,,G1/S transition of mitotic cell cycle,,,IBA,PTN002927661 ,J:265628 
MGI:1926082,Cacul1,"CDK2 associated, cullin domain 1",19,,G1/S transition of mitotic cell cycle,,,ISO,Q86Y37 ,J:164563 
MGI:88251,Calm1,calmodulin 1,12,,G2/M transition of mitotic cell cycle,,,IDA,,J:73397 
MGI:103250,Calm2,calmodulin 2,17,,G2/M transition of mitotic cell cycle,,,IDA,,J:73397 
MGI:103249,Calm3,calmodulin 3,7,,G2/M transition of mitotic cell cycle,,,IDA,,J:73397 
MGI:88256,Camk2a,calcium/calmodulin-dependent protein kinase II alpha,18,,G1/S transition of mitotic cell cycle,,,IMP,,J:84257 
MGI:88257,Camk2b,"calcium/calmodulin-dependent protein kinase II, beta",11,,G1/S transition of mitotic cell cycle,,,IMP,,J:84257 
MGI:1341265,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",3,,G1/S transition of mitotic cell cycle,,,IMP,,J:84257 
MGI:1341265,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",3,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,RGD:2263 ,J:155856 
MGI:88259,Camk2g,calcium/calmodulin-dependent protein kinase II gamma,14,,G1/S transition of mitotic cell cycle,,,IMP,,J:84257 
MGI:97295,Casp2,caspase 2,6,,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest",,,ISO,P42575 ,J:164563 
MGI:3612184,Ccdc8,coiled-coil domain containing 8,7,,regulation of mitotic nuclear division,,,IBA,PTN000558782 ,J:265628 
MGI:3612184,Ccdc8,coiled-coil domain containing 8,7,,regulation of mitotic nuclear division,,,ISO,Q9H0W5 ,J:164563 
MGI:1918526,Ccdc57,coiled-coil domain containing 57,11,,G2/M transition of mitotic cell cycle,,,ISO,Q2TAC2 ,J:164563 
MGI:1918526,Ccdc57,coiled-coil domain containing 57,11,,positive regulation of mitotic cell cycle,,,IBA,PTN001141194 ,J:265628 
MGI:1918526,Ccdc57,coiled-coil domain containing 57,11,,positive regulation of mitotic cell cycle,,,ISO,Q2TAC2 ,J:164563 
MGI:2685005,Ccdc61,coiled-coil domain containing 61,7,,mitotic spindle assembly,,,ISO,Q9Y6R9 ,J:164563 
MGI:108042,Ccna1,cyclin A1,3,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:108069,Ccna2,cyclin A2,3,,G2/M transition of mitotic cell cycle,,,ISO,P20248 ,J:164563 
MGI:108069,Ccna2,cyclin A2,3,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88302,Ccnb1,cyclin B1,13,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88302,Ccnb1,cyclin B1,13,,mitotic metaphase chromosome alignment,,,IBA,PTN002563667 ,J:265628 
MGI:88302,Ccnb1,cyclin B1,13,,mitotic metaphase chromosome alignment,,,ISO,P14635 ,J:164563 
MGI:88302,Ccnb1,cyclin B1,13,,mitotic spindle organization,,,ISO,P14635 ,J:164563 
MGI:88302,Ccnb1,cyclin B1,13,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,P14635 ,J:164563 
MGI:88302,Ccnb1,cyclin B1,13,,positive regulation of mitotic cell cycle,,,ISO,P14635 ,J:164563 
MGI:88302,Ccnb1,cyclin B1,13,,regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,P14635 ,J:164563 
MGI:3648694,Ccnb1-ps,"cyclin B1, pseudogene",7,,mitotic metaphase chromosome alignment,,,ISO,P14635 ,J:164563 
MGI:3648694,Ccnb1-ps,"cyclin B1, pseudogene",7,,mitotic spindle organization,,,ISO,P14635 ,J:164563 
MGI:3648694,Ccnb1-ps,"cyclin B1, pseudogene",7,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,P14635 ,J:164563 
MGI:3648694,Ccnb1-ps,"cyclin B1, pseudogene",7,,positive regulation of mitotic cell cycle,,,ISO,P14635 ,J:164563 
MGI:3648694,Ccnb1-ps,"cyclin B1, pseudogene",7,,regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,P14635 ,J:164563 
MGI:88311,Ccnb2,cyclin B2,9,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:2183443,Ccnb3,cyclin B3,X,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88313,Ccnd1,cyclin D1,7,,G1/S transition of mitotic cell cycle,,,IDA,,J:107108 
MGI:88313,Ccnd1,cyclin D1,7,,G1/S transition of mitotic cell cycle,,,ISO,P24385 ,J:164563 
MGI:88313,Ccnd1,cyclin D1,7,,G1/S transition of mitotic cell cycle,,,NAS,,J:320000 
MGI:88313,Ccnd1,cyclin D1,7,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88313,Ccnd1,cyclin D1,7,,mitotic G1 DNA damage checkpoint signaling,,,ISO,P24385 ,J:164563 
MGI:88313,Ccnd1,cyclin D1,7,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,P24385 ,J:164563 
MGI:88313,Ccnd1,cyclin D1,7,,regulation of G1/S transition of mitotic cell cycle,regulates G1/S transition of mitotic cell cycle,,IGI,MGI:1351650 ,J:182969 
MGI:88314,Ccnd2,cyclin D2,6,,G1/S transition of mitotic cell cycle,,,ISO,RGD:621083 ,J:155856 
MGI:88314,Ccnd2,cyclin D2,6,,G1/S transition of mitotic cell cycle,,,ISO,P30279 ,J:164563 
MGI:88314,Ccnd2,cyclin D2,6,,G1/S transition of mitotic cell cycle,,,NAS,,J:320000 
MGI:88314,Ccnd2,cyclin D2,6,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88314,Ccnd2,cyclin D2,6,,positive regulation of G1/S transition of mitotic cell cycle,,,ISO,P30279 ,J:164563 
MGI:88315,Ccnd3,cyclin D3,17,,G1/S transition of mitotic cell cycle,,,ISO,P30281 ,J:164563 
MGI:88315,Ccnd3,cyclin D3,17,,G1/S transition of mitotic cell cycle,,,NAS,,J:320000 
MGI:88315,Ccnd3,cyclin D3,17,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:88316,Ccne1,cyclin E1,7,,G1/S transition of mitotic cell cycle,,,IBA,PTN000808611 ,J:265628 
MGI:88316,Ccne1,cyclin E1,7,,G1/S transition of mitotic cell cycle,,,ISO,P24864 ,J:164563 
MGI:1329034,Ccne2,cyclin E2,4,,G1/S transition of mitotic cell cycle,,,IBA,PTN000808611 ,J:265628 
MGI:102551,Ccnf,cyclin F,17,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:102890,Ccng1,cyclin G1,11,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:102890,Ccng1,cyclin G1,11,,mitotic G2 DNA damage checkpoint signaling,,,ISO,RGD:2295 ,J:155856 
MGI:1095734,Ccng2,cyclin G2,5,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:1913921,Ccnh,cyclin H,13,,regulation of G1/S transition of mitotic cell cycle,,,ISO,P51946 ,J:164563 
MGI:1341077,Ccni,cyclin I,5,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:2443297,Ccnj,cyclin J,19,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:2685723,Ccnjl,cyclin J-like,11,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:2145534,Ccno,cyclin O,13,,mitotic cell cycle,,,ISO,P22674 ,J:164563 
MGI:2145534,Ccno,cyclin O,13,,mitotic cell cycle phase transition,,,IBA,PTN000019791 ,J:265628 
MGI:1915224,Ccny,cyclin Y,18,,G2/M transition of mitotic cell cycle,,,ISO,Q8ND76 ,J:164563 
MGI:1920670,Ccsap,"centriole, cilia and spindle associated protein",8,,regulation of mitotic spindle assembly,,,IBA,PTN001256739 ,J:265628 
MGI:1920670,Ccsap,"centriole, cilia and spindle associated protein",8,,regulation of mitotic spindle assembly,,,ISO,Q6IQ19 ,J:164563 
MGI:88327,Cd28,CD28 antigen,1,,positive regulation of mitotic nuclear division,,,ISO,P10747 ,J:164563 
MGI:1345150,Cdc6,cell division cycle 6,11,,mitotic DNA replication checkpoint signaling,,,IBA,PTN000080055 ,J:265628 
MGI:1345150,Cdc6,cell division cycle 6,11,,regulation of mitotic metaphase/anaphase transition,,,ISO,Q99741 ,J:164563 
MGI:1309511,Cdc7,cell division cycle 7,5,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,O00311 ,J:164563 
MGI:2442676,Cdc14a,CDC14 cell division cycle 14A,3,,regulation of exit from mitosis,,,IBA,PTN000596948 ,J:265628 
MGI:2441808,Cdc14b,CDC14 cell division cycle 14B,13,,regulation of exit from mitosis,,,IBA,PTN000596948 ,J:265628 
MGI:1917207,Cdc16,CDC16 cell division cycle 16,8,,positive regulation of mitotic metaphase/anaphase transition,,,IBA,PTN000285227 ,J:265628 
MGI:1859866,Cdc20,cell division cycle 20,4,,mitotic spindle assembly,,,IMP,,J:121535 
MGI:1859866,Cdc20,cell division cycle 20,4,,mitotic spindle assembly checkpoint signaling,,,NAS,,J:320291 
MGI:1859866,Cdc20,cell division cycle 20,4,,positive regulation of mitotic metaphase/anaphase transition,,,ISO,Q12834 ,J:164563 
MGI:1098815,Cdc23,CDC23 cell division cycle 23,18,,mitotic cell cycle,,,ISO,Q9UJX2 ,J:164563 
MGI:1098815,Cdc23,CDC23 cell division cycle 23,18,,mitotic metaphase chromosome alignment,,,ISO,Q9UJX2 ,J:164563 
MGI:1098815,Cdc23,CDC23 cell division cycle 23,18,,positive regulation of mitotic metaphase/anaphase transition,,,IBA,PTN000285356 ,J:265628 
MGI:1098815,Cdc23,CDC23 cell division cycle 23,18,,regulation of mitotic metaphase/anaphase transition,,,ISO,Q9UJX2 ,J:164563 
MGI:103198,Cdc25a,cell division cycle 25A,9,,G1/S transition of mitotic cell cycle,,,ISO,RGD:621498 ,J:155856 
MGI:103198,Cdc25a,cell division cycle 25A,9,,G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:103198,Cdc25a,cell division cycle 25A,9,,positive regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:99701,Cdc25b,cell division cycle 25B,2,,G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:99701,Cdc25b,cell division cycle 25B,2,,positive regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:99701,Cdc25b,cell division cycle 25B,2,,positive regulation of mitotic cell cycle,,,ISO,P30305 ,J:164563 
MGI:88350,Cdc25c,cell division cycle 25C,18,,G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:88350,Cdc25c,cell division cycle 25C,18,,G2/M transition of mitotic cell cycle,,,ISO,P30307 ,J:164563 
MGI:88350,Cdc25c,cell division cycle 25C,18,,positive regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000089071 ,J:265628 
MGI:1913690,Cdc26,cell division cycle 26,4,,regulation of mitotic cell cycle,,,IBA,PTN002408355 ,J:265628 
MGI:102685,Cdc27,cell division cycle 27,11,,metaphase/anaphase transition of mitotic cell cycle,,,IBA,PTN000285286 ,J:265628 
MGI:102685,Cdc27,cell division cycle 27,11,,metaphase/anaphase transition of mitotic cell cycle,,,ISO,P30260 ,J:73065 
MGI:106211,Cdc42,cell division cycle 42,4,,regulation of mitotic nuclear division,regulates mitotic nuclear division,,IMP,MGI:3619134 ,J:113146 
MGI:1338073,Cdc45,cell division cycle 45,16,,mitotic DNA replication preinitiation complex assembly,,,IBA,PTN000053416 ,J:265628 
MGI:2384876,Cdc73,"cell division cycle 73, Paf1/RNA polymerase II complex component",1,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,Q6P1J9 ,J:164563 
MGI:1919787,Cdca2,cell division cycle associated 2,14,,regulation of mitotic nuclear division,,,IBA,PTN001091477 ,J:265628 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,mitotic cell cycle,,,IDA,,J:114801 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,mitotic cell cycle,,,ISO,Q96FF9 ,J:164563 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,mitotic chromosome condensation,,,ISO,Q96FF9 ,J:164563 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,mitotic metaphase chromosome alignment,,,IBA,PTN002828026 ,J:265628 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,mitotic metaphase chromosome alignment,,,ISO,Q96FF9 ,J:164563 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,positive regulation of exit from mitosis,,,IBA,PTN002828026 ,J:265628 
MGI:1915099,Cdca5,cell division cycle associated 5,19,,positive regulation of exit from mitosis,,,ISO,Q96FF9 ,J:164563 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic cell cycle,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic cytokinesis,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic metaphase chromosome alignment,,,ISO,Q53HL2 ,J:164563 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic sister chromatid segregation,,,IBA,PTN001815752 ,J:265628 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic spindle midzone assembly,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,mitotic spindle organization,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,positive regulation of attachment of mitotic spindle microtubules to kinetochore,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,positive regulation of mitotic cell cycle spindle assembly checkpoint,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,positive regulation of mitotic cytokinesis,,,NAS,,J:319980 
MGI:1196274,Cdca8,cell division cycle associated 8,4,,positive regulation of mitotic sister chromatid separation,,,NAS,,J:319980 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,G2/M transition of mitotic cell cycle,,,IBA,PTN002514139 ,J:265628 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,microtubule cytoskeleton organization involved in mitosis,,,ISO,P06493 ,J:164563 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,mitotic cell cycle phase transition,,,IMP,,J:140237 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,mitotic G2 DNA damage checkpoint signaling,,,IBA,PTN002514139 ,J:265628 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,mitotic G2 DNA damage checkpoint signaling,,,IDA,,J:86382 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,P06493 ,J:164563 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,positive regulation of mitotic cell cycle,,,ISO,RGD:2319 ,J:155856 
MGI:88351,Cdk1,cyclin dependent kinase 1,10,,positive regulation of mitotic sister chromatid segregation,,,ISO,P06493 ,J:164563 
MGI:104772,Cdk2,cyclin dependent kinase 2,10,,G1/S transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:104772,Cdk2,cyclin dependent kinase 2,10,,G1/S transition of mitotic cell cycle,,,IDA,,J:85481 
MGI:104772,Cdk2,cyclin dependent kinase 2,10,,regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:1098779,Cdk2ap2,cyclin dependent kinase 2 associated protein 2,19,,negative regulation of G1/S transition of mitotic cell cycle,,,IBA,PTN002732102 ,J:265628 
MGI:1098779,Cdk2ap2,cyclin dependent kinase 2 associated protein 2,19,,negative regulation of G1/S transition of mitotic cell cycle,,,ISO,O75956 ,J:164563 
MGI:1916931,Cdk3,cyclin dependent kinase 3,11,,G1/S transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:1916931,Cdk3,cyclin dependent kinase 3,11,,regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:88357,Cdk4,cyclin dependent kinase 4,10,,G1/S transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:88357,Cdk4,cyclin dependent kinase 4,10,,G1/S transition of mitotic cell cycle,,,ISO,P11802 ,J:164563 
MGI:88357,Cdk4,cyclin dependent kinase 4,10,,G1/S transition of mitotic cell cycle,,,NAS,,J:320000 
MGI:88357,Cdk4,cyclin dependent kinase 4,10,,positive regulation of G2/M transition of mitotic cell cycle,,,ISO,P11802 ,J:164563 
MGI:88357,Cdk4,cyclin dependent kinase 4,10,,regulation of G2/M transition of mitotic cell cycle,,,IBA,PTN000623979 ,J:265628 
MGI:101765,Cdk5,cyclin dependent kinase 5,5,,regulation of transcription involved in G1/S transition of mitotic cell cycle,,,IBA,PTN002373304 ,J:265628 
MGI:2384875,Cdk5rap2,CDK5 regulatory subunit associated protein 2,4,,establishment of mitotic spindle orientation,,,IBA,PTN005326468 ,J:265628 
MGI:2384875,Cdk5rap2,CDK5 regulatory subunit associated protein 2,4,,establishment of mitotic spindle orientation,,,IMP,,J:160533 
MGI:2384875,Cdk5rap2,CDK5 regulatory subunit associated protein 2,4,,regulation of mitotic cell cycle spindle assembly checkpoint,,,IBA,PTN005326468 ,J:265628 
MGI:2384875,Cdk5rap2,CDK5 regulatory subunit associated protein 2,4,,regulation of mitotic cell cycle spindle assembly checkpoint,,,ISO,Q96SN8 ,J:164563 
